Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
unknown,"According to all known lodge of aviation, there is no way that a b should be able to fly.",0.25836493,5.2021563,,,0.20229004323482513,0.0516933873295784,0.12833409011363983,0.23006010055541992,0.09467671334731192,0.010907763615250587,0.08210022747516632,0.0286041758954525,0.01003737561404705,0.2031710147857666,0.15696468949317932,0.7867514491081238,0.04059942811727524,0.6109409928321838,0.07994285970926285,0.021778244525194168,0.37813469767570496,0.2195308655500412,0.17393304407596588,0.04166658967733383,0.04740807041525841,0.017284845933318138,0.010212168097496033,0.024587979540228844,0.06249453127384186,0.05436612665653229,0.0649542242289239,0.004924295470118523,0.009622890502214432,0.009625857695937157,0.16880598664283752,0.01726534403860569,0.023408889770507812,0.03666090965270996,0.0032894739415496588,0.1041833683848381,0.43738460540771484,0.023550547659397125,0.032619863748550415,0.003199981991201639,0.059567201882600784,0.023491982370615005,0.012881895527243614,0.028201712295413017,0.024198533967137337,0.14984066784381866,0.006431505549699068,0.09318467229604721
unknown,Its wings are too small to get its fat little body off the ground. The b of course,5.001445599999999,10.024999999999999,,,0.4396251142024994,0.1852816343307495,0.712081789970398,0.5442088842391968,0.019283835403596128,0.0077763632871210575,0.07753754407167435,0.05787577107548714,0.04395822063088417,0.263661652803421,0.2278851717710495,0.3872372806072235,0.012981905601918697,0.24900896847248077,0.14141513407230377,0.009266148321330547,0.19706618785858154,0.06571728736162186,0.5206599831581116,0.040120288729667664,0.01512930728495121,0.02511719986796379,0.037206344306468964,0.021735472604632378,0.08795283734798431,0.032404523342847824,0.1488918364049493,0.004901915322989225,0.010708937421441078,0.014231151901185513,0.11579765379428864,0.106951504945755,0.06127087399363518,0.08698558062314987,0.005221928935497999,0.3841307759284973,0.09905793517827988,0.02864481508731842,0.05125380679965019,0.0012142949271947145,0.10681884735822678,0.051494427025318146,0.01936543546617031,0.00571120111271739,0.016693977639079094,0.07681560516357422,0.03477700799703598,0.16115757822990417
unknown,flies anyway because bees don't care what humans think is impossible.,9.805000000000001,13.705,,,0.03432852402329445,0.047316160053014755,0.04180069640278816,0.11879613995552063,0.34308998703912,0.05283135548233986,0.006158902309834957,0.08569004386663437,0.015327426604926586,0.03342042490839958,0.0476078987121582,0.573093056678772,0.1918543577194214,0.8748417496681213,0.007799126673489809,0.009677099995315075,0.02826671302318573,0.9057148694992065,0.9135361909866333,0.13541299104690552,0.1725221425294876,0.003907515201717615,0.06940855830907822,0.06815310567617416,0.007410028949379921,0.06542596966028214,0.0010112407850111703,0.004717858508229256,0.041810017079114914,0.010234623216092587,0.022823160514235497,0.0014683532062917948,0.019481288269162178,0.0178853627294302,0.006591969169676304,0.047275327146053314,0.07952281832695007,0.009397778660058975,0.06780809909105301,0.07065337896347046,0.013114888221025467,0.022503456100821495,0.16891929507255554,0.07068657130002975,0.005033963825553656,0.10694914311170578,0.007040918804705143,0.009288767352700233
unknown,Cut to berries room where he's picking out what to wear.,13.925,16.685,0.9084917,,0.05141723155975342,0.031256020069122314,0.09333597868680954,0.4415196180343628,0.2069945213195971,0.08721428364515305,0.012304523959755898,0.13390791416168213,0.06518427282571793,0.31735095381736755,0.34468764066696167,0.2160901576280594,0.13592542707920074,0.3078310191631317,0.02449558861553669,0.04433293268084526,0.4186265468597412,0.16531135141849518,0.25380849838256836,0.11336571723222733,0.028550347313284874,0.021775346249341965,0.10280273109674454,0.059548020362854004,0.04529935494065285,0.05420364439487457,0.09017196446666198,0.02470315247774124,0.051941223442554474,0.014338653534650803,0.33849793672561646,0.01087269838899374,0.01772879995405674,0.0638556182384491,0.016919845715165138,0.04787437617778778,0.18088532984256744,0.019603878259658813,0.04072646424174309,0.018729915842413902,0.0237729549407959,0.03350266441702843,0.027585545554757118,0.04661247506737709,0.01989225298166275,0.1432265043258667,0.06658735871315002,0.0696258693933487
unknown,"Yellow black, yellow black, yellow black, yellow",16.859242000000002,20.605085,,,0.01864108256995678,0.006843142211437225,0.4017612636089325,0.08492539077997208,0.038238985985467794,0.048830896615982056,0.006556585896760225,0.03755077347159386,0.0027925886679440737,0.001697189756669104,0.05065794661641121,0.05720853805541992,0.01191815547645092,0.02716970257461071,0.005440425593405962,0.005990048870444298,0.14750824868679047,0.00476596737280488,0.14666666090488434,0.052370160818099976,0.003325239522382617,0.012644365429878235,0.0072261556051671505,0.0035032005980610847,0.006213255226612091,0.10811274498701096,0.33764009177718546,0.029793452471494675,0.010427042841911316,0.036715831607580185,0.02605583146214485,0.0506666824221611,0.0037273208145052195,0.14931415021419525,0.00856243446469307,0.12514878809452057,0.006280738394707441,0.005333689972758293,0.0013286118628457189,0.007838084362447262,0.011081937700510025,0.0006535006104968488,0.014160113409161568,0.025955162942409515,0.014172392897307873,0.009408820420503616,9.861026774160564e-05,0.1874682605266571
unknown,"black. Oh, black and yellow. Yeah. Let's shake it up a little.",20.205085,23.911096,,,0.0729931890964508,0.056673042476177216,0.4140987992286682,0.9245173335075378,0.08531454816449519,0.14521685242652893,0.08664949983358383,0.5798686146736145,0.027355672791600227,0.004840822424739599,0.017172396183013916,0.0730922594666481,0.017515596002340317,0.18335594236850739,0.014736386947333813,0.05454881861805916,0.058861952275037766,0.08136449754238129,0.412787526845932,0.10043175518512726,0.023963818326592445,0.07782355695962906,0.25901520252227783,0.010963966138660908,0.022980891168117523,0.22860319912433624,0.7199364960200834,0.028621606528759003,0.04632127657532692,0.024612536653876305,0.2561303675174713,0.253597617149353,0.026799745857715607,0.06189992278814316,0.01617535576224327,0.11392247676849365,0.3666118085384369,0.035846203565597534,0.026063909754157066,0.0036999599542468786,0.09970904141664505,0.0638669803738594,0.06555377691984177,0.04743114113807678,0.4959772527217865,0.03066425584256649,0.012258416973054409,0.13764677941799164
unknown,"Berry used honey from a dispenser to style his hair,",24.363076,27.354447999999998,,,0.3990074098110199,0.35602232813835144,0.3744271695613861,0.839733898639679,0.06509833216658713,0.011984067969024181,0.03962027281522751,0.31730368733406067,0.008613153360784054,0.11152085661888123,0.17013044655323029,0.2532406449317932,0.09361182898283005,0.3237011134624481,0.021703893318772316,0.01567038521170616,0.06154925376176834,0.0471065528690815,0.44482284784317017,0.0452943779528141,0.0315304659307003,0.025731852278113365,0.23712807893753052,0.06753131747245789,0.07172247767448425,0.05542965605854988,0.23567487001442633,0.0038995950017124414,0.04923892021179199,0.014089005067944527,0.45673099160194397,0.15900346636772156,0.07716725766658783,0.13867346942424774,0.0038188996259123087,0.05144195631146431,0.04817654937505722,0.028649410232901573,0.05167987570166588,0.0013424602802842855,0.034051310271024704,0.058790259063243866,0.04426280036568642,0.03687269985675812,0.0974356010556221,0.3331913948059082,0.001641539973206818,0.08806031942367554
unknown,rinse his mouth and then applies it to his arm bits.,27.153785,29.826217,,,0.4487810432910919,0.4440993666648865,0.4231376647949219,0.45314913988113403,0.2823954662676955,0.01312012318521738,0.13327249884605408,0.05480724945664406,0.024803902953863144,0.2975977659225464,0.3883450925350189,0.2028888761997223,0.0338282436132431,0.39359772205352783,0.03545091673731804,0.007025673054158688,0.39555755257606506,0.07795311510562897,0.4613456726074219,0.023918375372886658,0.037547897547483444,0.01949516125023365,0.09027045965194702,0.024188397452235222,0.08633581548929214,0.024486009031534195,0.21635114997646984,0.006530256476253271,0.009119383059442043,0.015200137160718441,0.32909634709358215,0.07364165037870407,0.15766580402851105,0.03914981707930565,0.009041856043040752,0.1152137964963913,0.05434184893965721,0.02469329535961151,0.06545638293027878,0.0013923647347837687,0.08784720301628113,0.018909325823187828,0.010060429573059082,0.04451315104961395,0.0559932179749012,0.05244157463312149,0.011133866384625435,0.09295481443405151
unknown,"Berry, breakfast is ready. Coming,",30.741837,33.809898000000004,0.9152344,,0.0567474402487278,0.028396259993314743,0.11416886746883392,0.4455989897251129,0.0538765941559568,0.05020958557724953,0.022039035335183144,0.07306492328643799,0.05668770894408226,0.12715201079845428,0.1491946280002594,0.010855353437364101,0.02752598188817501,0.041071947664022446,0.22964760661125183,0.1220511943101883,0.37893354892730713,0.038291897624731064,0.023015096783638,0.11169905215501785,0.008498765528202057,0.0713859274983406,0.04208742082118988,0.02320845052599907,0.06570429354906082,0.014604130759835243,0.81635869145475,0.03814499452710152,0.011176755651831627,0.04747616872191429,0.17412711679935455,0.4251042604446411,0.017682159319519997,0.030041325837373734,0.013244983740150928,0.113252192735672,0.11437246203422546,0.109517902135849,0.012488359585404396,0.0026665397454053164,0.2977658808231354,0.018146270886063576,0.006852802820503712,0.1584121137857437,0.23171797394752502,0.03526216745376587,0.016369899734854698,0.2828543484210968
unknown,"the phone rings. Oh, hang on a second.",33.86888,36.527015000000006,0.9932251,,0.0308381337672472,0.048433057963848114,0.09637519717216492,0.8134423494338989,0.1085841423271675,0.11239182949066162,0.07789452373981476,0.2686341106891632,0.11569976806640625,0.12696143984794617,0.18203280866146088,0.052106209099292755,0.06971719861030579,0.09998678416013718,0.039044950157403946,0.026943938806653023,0.20885466039180756,0.023010266944766045,0.07029800117015839,0.14319227635860443,0.02123810164630413,0.0319836400449276,0.15792587399482727,0.04068369418382645,0.05012500286102295,0.03363946080207825,0.5856982648378507,0.11471384763717651,0.023843755945563316,0.07713054120540619,0.449618935585022,0.28286561369895935,0.015804871916770935,0.06623191386461258,0.026005951687693596,0.11726298928260803,0.20242850482463837,0.05172514170408249,0.015509989112615585,0.0033231291454285383,0.09741104394197464,0.01762624830007553,0.01866539753973484,0.16276335716247559,0.339758962392807,0.11011338979005814,0.028190771117806435,0.1002037301659584
