Id,Text,BeginPosition,EndPosition,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Annoyance,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Determination,Disappointment,Disapproval,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Enthusiasm,Entrancement,Envy,Excitement,Fear,Gratitude,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Sarcasm,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,1,2,3,4,5,6,7,8,9,toxic,severe_toxic,obscene,threat,insult,identity_hate
unknown,According,0,9,0.45836493,0.73736966,,0.5997571,0.007241690997034311,0.0015360584948211908,0.02209392562508583,0.030757443979382515,0.0011193392565473914,0.02650705724954605,0.0011696566361933947,0.005112552549690008,0.021855618804693222,0.12348932772874832,0.2216792106628418,0.09243472665548325,0.19381782412528992,0.18317899107933044,0.02812201902270317,0.036242544651031494,0.0006355048972181976,0.008419180288910866,0.008821077644824982,0.014769155532121658,0.0017279982566833496,0.00139594916254282,0.029019249603152275,0.0005132791702635586,0.002582468558102846,0.002107929438352585,0.009890170767903328,0.009228908456861973,0.0011414617765694857,0.002138059586286545,0.0004647459427360445,0.004603420849889517,0.0006959621678106487,0.00025730853667482734,0.11768218874931335,0.004808912519365549,0.0007255182135850191,0.014316903427243233,0.0005927686579525471,0.005346995312720537,0.0917111188173294,0.00433937506750226,0.0003782469138968736,0.0016032123239710927,0.044481392949819565,0.028171302750706673,0.00031998357735574245,0.0024511765222996473,0.010786036029458046,0.013438040390610695,0.003977580927312374,0.011354728601872921,0.008066427893936634,,,,,,,,,,,,,,,
unknown,to,10,12,0.73736966,0.93665874,,0.5997571,0.006768008694052696,0.0008691640105098486,0.011341831646859646,0.010260697454214096,0.005417021457105875,0.10142754018306732,0.0012720093363896012,0.00359581271186471,0.012777253985404968,0.04058726876974106,0.128371462225914,0.18622072041034698,0.12783540785312653,0.3514568507671356,0.0774763897061348,0.015292505733668804,0.0005393047467805445,0.04139126092195511,0.015825390815734863,0.07492078840732574,0.004826896358281374,0.0017683855257928371,0.0630955770611763,0.00010011217091232538,0.0019385687774047256,0.001474399701692164,0.010176494717597961,0.005928055848926306,0.0018185292137786746,0.0013222284615039825,0.0006682443781755865,0.0030826025176793337,0.0007367255166172981,0.00024141678295563906,0.19963467121124268,0.0008730466361157596,0.00026245717890560627,0.0048495749942958355,0.00038504248368553817,0.011109106242656708,0.13313442468643188,0.0012948912335559726,0.00012785167200490832,0.0009605741361156106,0.06261098384857178,0.021407343447208405,0.00017211220983881503,0.002668496686965227,0.010057182051241398,0.006969118025153875,0.0022433975245803595,0.0037988589610904455,0.00870562344789505,,,,,,,,,,,,,,,
unknown,all,13,16,0.93665874,1.1758057,,0.5997571,0.01898675598204136,0.0025748845655471087,0.007951498031616211,0.004881502129137516,0.006535028573125601,0.14119412004947662,0.0009978030575439334,0.0029353927820920944,0.011975209228694439,0.030910292640328407,0.1840258091688156,0.0792316421866417,0.04534991458058357,0.2905690670013428,0.1198800578713417,0.05506771430373192,0.0006049955263733864,0.046110574156045914,0.024348624050617218,0.1417716145515442,0.005412527825683355,0.0014183305902406573,0.04849494621157646,8.225139026762918e-05,0.001586364465765655,0.003159276442602277,0.015715252608060837,0.003343526739627123,0.0024481553118675947,0.0012540195602923632,0.0003184236993547529,0.01225818507373333,0.0014893155312165618,7.325231854338199e-05,0.13873514533042908,0.0015379789983853698,0.0010813481640070677,0.0032121764961630106,0.00046307218144647777,0.027675358578562737,0.11601896584033966,0.0031566235702484846,0.0001170705581898801,0.001521498546935618,0.03852192312479019,0.061235107481479645,0.00011504893336677924,0.003448080737143755,0.005644813179969788,0.00477072037756443,0.007519709412008524,0.005083389580249786,0.011097126640379429,,,,,,,,,,,,,,,
unknown,known,17,22,1.1758057,1.4548104,,0.5997571,0.012902908027172089,0.0015460372669622302,0.006240597926080227,0.007000889629125595,0.01502217911183834,0.161764994263649,0.0017840712098404765,0.004028842784464359,0.009450651705265045,0.024663442745804787,0.11411666870117188,0.16440917551517487,0.08782590180635452,0.28195321559906006,0.10402853786945343,0.012471413239836693,0.0008553626248613,0.06017838791012764,0.01884099468588829,0.11121537536382675,0.007723941933363676,0.0029557151719927788,0.04902758449316025,7.249314512591809e-05,0.0014644641196355224,0.0028369214851409197,0.016998371109366417,0.004146185703575611,0.00203235843218863,0.0019988808780908585,0.0009757486986927688,0.009375589899718761,0.0008628768846392632,0.0003558426396921277,0.29291388392448425,0.0007450796547345817,0.00045774911995977163,0.007452515419572592,0.0005913448985666037,0.011590953916311264,0.08612287044525146,0.0018096227431669831,0.000111430897959508,0.0012385220034047961,0.07794363051652908,0.021638860926032066,0.0001632634230190888,0.00234994781203568,0.011559763923287392,0.00710248202085495,0.004819950088858604,0.004166203550994396,0.009544475004076958,,,,,,,,,,,,,,,
unknown,lodge,23,28,1.4548104,1.6540995,,0.5997571,0.014446907676756382,0.0019496397580951452,0.016807781532406807,0.008740358054637909,0.0026985511649399996,0.0388808511197567,0.001222187653183937,0.008395769633352757,0.004661922808736563,0.03376931697130203,0.251264363527298,0.3203592896461487,0.04963702708482742,0.18841274082660675,0.03490462154150009,0.02741219662129879,0.0014634979888796806,0.06534115970134735,0.004568726755678654,0.016149766743183136,0.0017974874936044216,0.0012212010333314538,0.0143031757324934,0.00026790177798829973,0.0004934008466079831,0.000851358927320689,0.043134577572345734,0.008720239624381065,0.001330710481852293,0.00988929532468319,0.0006672131130471826,0.009076155722141266,0.00022562000958714634,0.00023105397121980786,0.4969644844532013,0.0018129495438188314,0.0003385125892236829,0.005591066088527441,0.000166213620104827,0.012750586494803429,0.09840156883001328,0.0037186930421739817,0.00011210490629309788,0.00035055208718404174,0.027707751840353012,0.05365649610757828,0.00018972168618347496,0.0005889892927370965,0.009084489196538925,0.024964477866888046,0.0015796443913131952,0.0019553257152438164,0.0189252607524395,,,,,,,,,,,,,,,
unknown,of,29,31,1.6540995,2.0526776,,0.5997571,0.014910049736499786,0.002406124258413911,0.013202888891100883,0.008378297090530396,0.0033717092592269182,0.03691639006137848,0.0011559833073988557,0.008792221546173096,0.005285331048071384,0.03235820308327675,0.25373414158821106,0.29829663038253784,0.05978303775191307,0.1589258313179016,0.03593384101986885,0.023187043145298958,0.0014986247988417745,0.06290450692176819,0.003822164610028267,0.014795945025980473,0.0018441483844071627,0.0012057784479111433,0.014322908595204353,0.0002602548338472843,0.0005264975479803979,0.0007887192768976092,0.03817649558186531,0.00869063287973404,0.0014128810726106167,0.009241476655006409,0.0007158152293413877,0.008675871416926384,0.0002637998841237277,0.0002555545070208609,0.4756089448928833,0.001955418149009347,0.0004609717580024153,0.006669983267784119,0.0001598730741534382,0.013656028546392918,0.0808475986123085,0.002716882387176156,0.00014185353938955814,0.00034333180519752204,0.026540789753198624,0.041230808943510056,0.00019289561896584928,0.0006723040132783353,0.008987478911876678,0.02347712032496929,0.0015765366842970252,0.0016886882949620485,0.018119174987077713,,,,,,,,,,,,,,,
unknown,"aviation,",32,41,2.0526776,2.3715403,,0.5997571,0.011352079920470715,0.0019895341247320175,0.010532669723033905,0.017808232456445694,0.00499297771602869,0.052798524498939514,0.0018151344265788794,0.012140871025621891,0.00710470462217927,0.022462943568825722,0.14664365351200104,0.30675846338272095,0.08017755299806595,0.23062114417552948,0.052525587379932404,0.008553778752684593,0.0010026528034359217,0.06721633672714233,0.004597297869622707,0.03307022899389267,0.0036612418480217457,0.001710721873678267,0.034143950790166855,0.00024976805434562266,0.0008364574750885367,0.001033296692185104,0.04333304986357689,0.012509588152170181,0.0019249541219323874,0.011871645227074623,0.0015707991551607847,0.002672338392585516,0.00029124406864866614,0.0006015656399540603,0.5655108690261841,0.0015582655323669314,0.0004082531377207488,0.005667821038514376,0.00014129372721072286,0.009625202044844627,0.08243250101804733,0.0008815609617158771,0.00022731402714271098,0.0002949496847577393,0.0658663660287857,0.016430364921689034,0.0003518372541293502,0.0009452929371036589,0.015720184892416,0.023912085220217705,0.0016667719464749098,0.0016432406846433878,0.010590369813144207,,,,,,,,,,,,,,,
unknown,there,42,47,2.5309715,2.6505451,,0.5997571,0.009083705022931099,0.0015988090308383107,0.013028934597969055,0.01717885583639145,0.0030021951533854008,0.038756754249334335,0.0019574291072785854,0.013887850567698479,0.005131133366376162,0.025997862219810486,0.20053726434707642,0.3340638279914856,0.059965964406728745,0.26063695549964905,0.038898054510354996,0.014003884047269821,0.0013396467547863722,0.05698424205183983,0.004523619543761015,0.020274460315704346,0.0025692519266158342,0.0016056533204391599,0.021610034629702568,0.000416245631640777,0.0005530993803404272,0.001081013004295528,0.05095258727669716,0.013660724274814129,0.0016195932403206825,0.019055791199207306,0.001336658257059753,0.003402680391445756,0.0002217817964265123,0.0005860556848347187,0.6014540195465088,0.002108914777636528,0.00032115416252054274,0.007594030816107988,0.00014922131958883256,0.007424014620482922,0.13152581453323364,0.002543774200603366,0.00021779620146844536,0.000340750120813027,0.04775312915444374,0.027900172397494316,0.00034997082548215985,0.000630783848464489,0.018346570432186127,0.041691891849040985,0.0016455450095236301,0.001831959467381239,0.01388466078788042,,,,,,,,,,,,,,,
unknown,is,48,50,2.6505451,2.8498342,,0.5997571,0.006709331646561623,0.0016081146895885468,0.012451279908418655,0.015396286733448505,0.0019425245700404048,0.0267761442810297,0.002969627734273672,0.01447205524891615,0.005327275022864342,0.022773222997784615,0.21228832006454468,0.3271004259586334,0.07038822025060654,0.26233020424842834,0.026006583124399185,0.011998101137578487,0.0013221686240285635,0.05455254763364792,0.0030640631448477507,0.012481517158448696,0.0014965981245040894,0.001962868496775627,0.024724029004573822,0.0005086471792310476,0.00046250884770415723,0.001018565846607089,0.04853951930999756,0.01673899032175541,0.001234287628903985,0.02091480791568756,0.00214831018820405,0.002376976888626814,0.00019385926134418696,0.0005926352459937334,0.5864146947860718,0.0022593869362026453,0.00039562341407872736,0.00469620106741786,0.00015418502152897418,0.005773555487394333,0.12111230194568634,0.0018305795965716243,0.000316860357997939,0.0003306400612927973,0.03644844517111778,0.01894906722009182,0.0003693844482768327,0.0005123381270095706,0.01561928540468216,0.036875639110803604,0.0015272642485797405,0.001778359990566969,0.01008103508502245,,,,,,,,,,,,,,,
unknown,no,51,53,2.8498342,3.088981,,0.5997571,0.002249213634058833,0.0004624039283953607,0.0035082923714071512,0.00783599354326725,0.0036798305809497833,0.09751041233539581,0.01102658174932003,0.0054044160060584545,0.011468018405139446,0.024824850261211395,0.125721737742424,0.16252245008945465,0.3211255967617035,0.30852511525154114,0.026959361508488655,0.00809324998408556,0.00043457100400701165,0.04642339050769806,0.09565135836601257,0.0658116564154625,0.0021148475352674723,0.01063841674476862,0.2565414011478424,0.0002074761432595551,0.0018415329977869987,0.003804741194471717,0.007581090088933706,0.007310261018574238,0.0009004529565572739,0.0024430013727396727,0.006132522132247686,0.0006657076883129776,0.0009260934311896563,0.0007403778727166355,0.14434677362442017,0.0004985949490219355,0.0002960822603199631,0.0021195802837610245,0.0012542185140773654,0.0032922534737735987,0.19581790268421173,0.0038644536398351192,0.0003619133494794369,0.006988834589719772,0.0331062376499176,0.008463163860142231,0.00039830556488595903,0.003291355911642313,0.11249976605176926,0.016844196245074272,0.00591548765078187,0.00963673461228609,0.006523649208247662,,,,,,,,,,,,,,,
