Id,Text,BeginTime,EndTime,Confidence,SpeakerConfidence,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph
unknown,"When I wake up, the other side of the bed is.",1.1385805,3.7967162,0.98610616,,0.1116701290011406,0.04716280847787857,0.23382598161697388,0.17785726487636566,0.10757935658083283,0.07029698044061661,0.0664704442024231,0.09256420284509659,0.02391214109957218,0.21263282001018524,0.2808888852596283,0.2816733419895172,0.08669627457857132,0.10614469647407532,0.038450561463832855,0.016718721017241478,0.18790008127689362,0.052798815071582794,0.08241527527570724,0.03974314406514168,0.032010264694690704,0.028059307485818863,0.09215115755796432,0.021029600873589516,0.045320238918066025,0.04956831783056259,0.1382922291757059,0.06433800607919693,0.023391513153910637,0.04108930751681328,0.36015430092811584,0.02665061503648758,0.021641047671437263,0.14335964620113373,0.031977176666259766,0.052898310124874115,0.39549458026885986,0.06388556957244873,0.03636947274208069,0.013908445835113525,0.10682755708694458,0.0392666719853878,0.023192688822746277,0.059839654713869095,0.0861063078045845,0.03222545608878136,0.025516841560602188,0.060048606246709824
unknown,"My finger stretched out sleeping from warmth, but finally, only the rough can cover of the neck.",3.8556992999999995,9.250402999999999,0.74436325,,0.18613490462303162,0.10162578523159027,0.1750199794769287,0.3823927640914917,0.04245161339635099,0.0953926220536232,0.07709120959043503,0.01917940191924572,0.012279479764401913,0.2622331380844116,0.3288542926311493,0.3301665782928467,0.03418966010212898,0.05210297554731369,0.19375944137573242,0.01427652407437563,0.30112093687057495,0.05838640779256821,0.052793536335229874,0.1654576063156128,0.013377119787037373,0.03420782834291458,0.019668929278850555,0.019124425947666168,0.13584938645362854,0.012193018570542336,0.0834387414158225,0.026279492303729057,0.004286789335310459,0.03143751248717308,0.1402030885219574,0.020253024995326996,0.04190252348780632,0.11044039577245712,0.019867001101374626,0.35723862051963806,0.2641080915927887,0.33916112780570984,0.07016392797231674,0.0033222446218132973,0.4832899272441864,0.038657527416944504,0.003237007884308696,0.10948768258094788,0.11859133094549179,0.025902919471263885,0.039067432284355164,0.3253583014011383
unknown,"She must have had bad dreams and climbing with her not, of course, she did. This is the day of the.",9.584653000000001,14.819714,0.84405226,,0.19858641922473907,0.16086888313293457,0.1362989991903305,0.46731725335121155,0.035820146202994514,0.027117591351270676,0.09907134622335434,0.04553631320595741,0.0049516381695866585,0.2070161998271942,0.08408008515834808,0.625178873538971,0.04469654709100723,0.11758837848901749,0.08332698792219162,0.014177883975207806,0.2157251238822937,0.43957823514938354,0.10320622473955154,0.10529572516679764,0.026854636147618294,0.026276983320713043,0.055666886270046234,0.16364426910877228,0.08084845542907715,0.09718133509159088,0.058264486491738404,0.02801433764398098,0.04954564571380615,0.053377751260995865,0.1374686062335968,0.04470720514655113,0.10775106400251389,0.3658314347267151,0.02022531069815159,0.17678895592689514,0.7180677056312561,0.03565305098891258,0.053278833627700806,0.05787390097975731,0.0712214782834053,0.04323442280292511,0.04941941052675247,0.14539457857608795,0.13749276101589203,0.34166309237480164,0.02566424384713173,0.12217113375663757
unknown,I brought myself up on one elbow. There's enough light in the bedroom to see. My,15.218898000000001,19.828927,,,0.17803461849689484,0.20863573253154755,0.1738666296005249,0.773370623588562,0.060032247230332535,0.2852315604686737,0.09700223058462143,0.08473070710897446,0.021072812378406525,0.40571367740631104,0.14004096388816833,0.25789114832878113,0.01006354484707117,0.12755657732486725,0.2530202269554138,0.0909394919872284,0.38989827036857605,0.17972274124622345,0.09995805472135544,0.24233278632164001,0.015433446504175663,0.04258562624454498,0.13896584510803223,0.027412278577685356,0.1470308005809784,0.05533235892653465,0.24744405448461482,0.04658791422843933,0.04572374373674393,0.029868220910429955,0.44748997688293457,0.1663108468055725,0.12885142862796783,0.14705702662467957,0.04269764572381973,0.32992714643478394,0.13289323449134827,0.05008278042078018,0.10027587413787842,0.08305516839027405,0.3354203999042511,0.11399874836206436,0.04648580402135849,0.020107468590140343,0.07795386761426926,0.05533822998404503,0.11498276144266129,0.24792568385601044
unknown,little sister p rolled up on her side put in her mother's body.,19.428927,23.799096,,,0.8374902606010437,0.8875640034675598,0.527148425579071,0.5819944143295288,0.0017015639739088946,0.006076053716242313,0.10521702468395233,0.12981991469860077,0.003912570420652628,0.03549633175134659,0.06244944408535957,0.08636747300624847,0.02060270495712757,0.020506950095295906,0.02013675682246685,0.00487718777731061,0.006778544746339321,0.009075113572180271,0.04240572825074196,0.03196652978658676,0.0034483298659324646,0.017724057659506798,0.04436919838190079,0.12845377624034882,0.040044836699962616,0.03315531089901924,0.18859314322490478,0.002707836916670203,0.0065798088908195496,0.013041101396083832,0.19384707510471344,0.44877517223358154,0.7990941405296326,0.051624998450279236,0.006312381010502577,0.1013905331492424,0.020673995837569237,0.00438720965757966,0.04730552062392235,0.005636224523186684,0.02389085479080677,0.020168760791420937,0.003007532563060522,0.037575822323560715,0.08111575245857239,0.5843232274055481,0.0012595333391800523,0.03257234767079353
unknown,Their cheeks pressed together.,23.736722,25.333333,0.953125,,0.20692814886569977,0.06266843527555466,0.1743839532136917,0.141503244638443,0.07143264666190398,0.23230773210525513,0.03877883031964302,0.06964020431041718,0.0942126139998436,0.5607811808586121,0.22322151064872742,0.1286943107843399,0.06445224583148956,0.07344703376293182,0.2896443009376526,0.03087926283478737,0.21928878128528595,0.043372783809900284,0.052749473601579666,0.1905757188796997,0.05934693291783333,0.03944510594010353,0.04164625331759453,0.03272155299782753,0.037282977253198624,0.03779255226254463,0.2550479292872118,0.14467832446098328,0.03463732823729515,0.052929315716028214,0.2184191644191742,0.13019108772277832,0.03701877221465111,0.05042687803506851,0.060509826987981796,0.08880320191383362,0.21472841501235962,0.13928967714309692,0.028027726337313652,0.026024075224995613,0.24843698740005493,0.020607279613614082,0.013072654604911804,0.09320129454135895,0.08022730052471161,0.015303093008697033,0.04152705892920494,0.0857650488615036
unknown,"And sleep My mother looks younger,",25.691186000000002,28.045001,0.9571126,,0.29547181725502014,0.27969229221343994,0.31493574380874634,0.06493574380874634,0.024070557411728803,0.09181027114391327,0.0714130625128746,0.043337274342775345,0.02464258298277855,0.4708700180053711,0.17505386471748352,0.23384720087051392,0.029229000210762024,0.03467772528529167,0.15082800388336182,0.041777413338422775,0.10475863516330719,0.04120805487036705,0.03107685223221779,0.06886303424835205,0.029496200382709503,0.023687029257416725,0.029822589829564095,0.1139083206653595,0.06332512199878693,0.10138840228319168,0.07214519977576794,0.14112673699855804,0.028764916583895683,0.06286351382732391,0.18243077397346497,0.1190171167254448,0.30246129631996155,0.13289247453212738,0.11461620777845383,0.1027437224984169,0.19907209277153015,0.08387730270624161,0.0818973258137703,0.10273058712482452,0.12243428826332092,0.029557207599282265,0.01595604419708252,0.053942013531923294,0.07037512958049774,0.1824311912059784,0.03107515722513199,0.03378983959555626
unknown,"so warm, but not so beaten down.",28.105,30.185,0.87702286,,0.11640559136867523,0.06877890229225159,0.20617780089378357,0.21436163783073425,0.3522990491981695,0.17397955060005188,0.1205519437789917,0.2537960410118103,0.37285885214805603,0.8322708010673523,0.5136185884475708,0.13600662350654602,0.17724499106407166,0.3534240126609802,0.22890037298202515,0.07559163868427277,0.7515390515327454,0.19082796573638916,0.07105245441198349,0.1213488057255745,0.20485880970954895,0.05034589394927025,0.08894498646259308,0.06366675347089767,0.11682290583848953,0.11852151900529861,0.19568353593369026,0.171913743019104,0.03522608429193497,0.05983759090304375,0.4240306317806244,0.07210793346166611,0.0542151965200901,0.14503757655620575,0.09132678806781769,0.12047332525253296,0.274903804063797,0.14860905706882477,0.05865908041596413,0.07368221133947372,0.2662467360496521,0.05638844892382622,0.035707756876945496,0.15571272373199463,0.06392915546894073,0.057263076305389404,0.2648831307888031,0.1077222004532814
unknown,P space is as fresh as a green. As lovely as the for which she was named.,30.665002,35.465,0.8211024,,0.7926962375640869,0.6965752840042114,0.5876626372337341,0.3960505723953247,0.003936139261344919,0.02917827107012272,0.07580551505088806,0.02175932191312313,0.0027107566129416227,0.07506880164146423,0.14153826236724854,0.5507580041885376,0.016918346285820007,0.08162087202072144,0.10663657635450363,0.024465128779411316,0.03005589172244072,0.015194827690720558,0.15616600215435028,0.0089335972443223,0.005869944579899311,0.012341905385255814,0.12788674235343933,0.020675184205174446,0.05585305765271187,0.019357547163963318,0.046192846074746545,0.0210270918905735,0.010946176946163177,0.01890427991747856,0.3023967444896698,0.03924134373664856,0.33373531699180603,0.09171947091817856,0.0022420710884034634,0.14119280874729156,0.0829399973154068,0.010848852805793285,0.18436768651008606,0.0014437118079513311,0.15700183808803558,0.03649015352129936,0.028530007228255272,0.026636695489287376,0.13364624977111816,0.059436723589897156,0.0031722665298730135,0.0432756245136261
unknown,My mother was very beautiful ones too or so they tell me.,35.599605999999994,39.7325,0.8991699,,0.7246873378753662,0.5583134889602661,0.5448358654975891,0.259547621011734,0.017842035386688167,0.15736724436283112,0.08568480610847473,0.31784752011299133,0.04855860769748688,0.3279004991054535,0.21653488278388977,0.459746778011322,0.05400949716567993,0.09330489486455917,0.10117095708847046,0.032386429607868195,0.0968487411737442,0.03366823494434357,0.009559006430208683,0.04329661652445793,0.08711238950490952,0.02727273292839527,0.1181410476565361,0.12432556599378586,0.07129083573818207,0.1457090973854065,0.055739739909823845,0.165469229221344,0.15736447274684906,0.05240460857748985,0.5125307440757751,0.2183268815279007,0.3838639557361603,0.2708207666873932,0.05334898829460144,0.3044625520706177,0.15830017626285553,0.014487912878394127,0.11021795123815536,0.04335074499249458,0.07859205454587936,0.1469111144542694,0.046310748904943466,0.05451161786913872,0.055239785462617874,0.19269022345542908,0.01568429172039032,0.02256597764790058
